"Group.1","10ABAM_OR","11ABAM_OR","12ABGR_OR","13ABMAS_OR","14ABPR_OR","15ABPR_OR","16PIMO3_OR","17TSME_OR","18TSME_OR","19TSME_OR","1ABAM_OR","21PIEN_WA","22ABAM_WA","23ABLA_WA","25TSME_WA","26TSME_WA","27PIMO3_WA","28ABAM_WA","2ABCO_OR","30ABAM_WA","31ABAM_WA","33ABAM_WA","35ABAM_WA","36ABAM_WA","37ABAM_WA","39ABGR_WA","3ABCO_OR","40ABGR_WA","43ABMAS_WA","44ABPR_WA","45ABPR_WA","46ABPR_WA","48ABPR_WA","49ABPR_WA","4ABLA_OR","50ABPR_WA","54PIMO3_WA","55PIMO3_WA","57PIMO3_WA","58TSME_WA","59TSME_WA","5ABMA_OR","60TSME_WA","6ABMA_OR","7PILA_OR","8TSME_OR","9TSME_OR","year"
"05-17 to 06-15",49.86,46.5966666666667,48.7166666666667,48.7166666666667,50.7033333333333,46.5966666666667,49.1266666666667,49.72,45.1166666666667,47.3733333333333,44.5,54.5266666666667,47.0066666666667,44.57,48.1633333333333,47.04,47.54,47.9966666666667,52.79,48.9633333333333,48.9633333333333,48.1633333333333,44.3866666666667,45.1166666666667,45.6833333333333,45.9666666666667,49.02,47.54,42.6733333333333,47.9966666666667,47.28,48.1633333333333,44.89,41.96,44.57,53.59,45.9666666666667,44.5,42.6733333333333,47.7366666666667,44.3866666666667,44.2833333333333,42.6733333333333,49.02,52.79,44.2833333333333,44.5,1981
"05-17 to 06-15",49.4733333333333,46.3133333333333,48.32,48.32,51.69,46.3133333333333,48.7333333333333,49.42,44.9166666666667,47.1466666666667,44.1733333333333,53.4566666666667,49.1833333333333,44.1166666666667,48.6166666666667,47.88,47.6733333333333,49.7366666666667,52.14,50.38,50.38,48.6166666666667,45.67,44.9166666666667,46.9733333333333,45.6233333333333,48.3,47.6733333333333,42.1233333333333,49.7366666666667,46.9066666666667,48.6166666666667,46.2333333333333,43.27,44.1166666666667,54.5666666666667,45.6233333333333,44.1733333333333,42.1233333333333,49.05,45.67,44.3633333333333,42.1233333333333,48.3,52.14,44.3633333333333,44.1733333333333,1982
"05-17 to 06-15",56.2766666666667,53.6766666666667,53.2866666666667,53.2866666666667,56.3733333333333,53.6766666666667,53.6466666666667,56.4,51.37,54.5633333333333,51.74,59.43,54.1066666666667,51.5666666666667,53.2866666666667,52.5,52.52,54.3333333333333,56.8633333333333,55.4766666666667,55.4766666666667,53.2866666666667,50.6533333333333,51.37,52.1633333333333,52.7533333333333,53.02,52.52,46.9533333333333,54.3333333333333,52.92,53.2866666666667,51.2266666666667,49.04,51.5666666666667,59.02,52.7533333333333,51.74,46.9533333333333,54.1133333333333,50.6533333333333,51.4533333333333,46.9533333333333,53.02,56.8633333333333,51.4533333333333,51.74,1983
"05-17 to 06-15",48.0033333333333,44.6666666666667,47.9966666666667,47.9966666666667,49.4233333333333,44.6666666666667,48.3733333333333,47.8633333333333,42.36,45.37,42.0566666666667,51.57,44.8733333333333,42.32,44.7533333333333,43.59,44.0733333333333,45.43,51.0166666666667,46.6233333333333,46.6233333333333,44.7533333333333,41.41,42.36,43.23,44.18,47.1933333333333,44.0733333333333,40.8033333333333,45.43,44.38,44.7533333333333,41.8833333333333,38.95,42.32,50.9166666666667,44.18,42.0566666666667,40.8033333333333,45.7,41.41,43.96,40.8033333333333,47.1933333333333,51.0166666666667,43.96,42.0566666666667,1984
"05-17 to 06-15",54.1633333333333,51.6233333333333,51.12,51.12,53.29,51.6233333333333,51.4566666666667,53.48,47.27,52.34,48.32,57.44,50.0533333333333,48.75,50.87,49.2766666666667,50.0366666666667,50.79,54.1233333333333,52.2633333333333,52.2633333333333,50.87,47.72,47.27,49.1,50.4933333333333,50.3733333333333,50.0366666666667,44.7666666666667,50.79,49.85,50.87,48.25,45.42,48.75,56.7033333333333,50.4933333333333,48.32,44.7666666666667,50.9166666666667,47.72,46.0133333333333,44.7666666666667,50.3733333333333,54.1233333333333,46.0133333333333,48.32,1985
"05-17 to 06-15",59.45,57.9866666666667,56.83,56.83,57.8666666666667,57.9866666666667,57.07,59.8533333333333,54.4233333333333,59.04,53.7533333333333,62.4666666666667,57.8533333333333,54.2933333333333,57.32,56.85,56.8033333333333,58.2466666666667,59.4233333333333,55.94,55.94,57.32,52.84,54.4233333333333,53.6533333333333,57.0066666666667,55.8433333333333,56.8033333333333,48.2166666666667,58.2466666666667,57.1633333333333,57.32,53.3833333333333,50.8633333333333,54.2933333333333,61.2533333333333,57.0066666666667,53.7533333333333,48.2166666666667,54.6166666666667,52.84,52.13,48.2166666666667,55.8433333333333,59.4233333333333,52.13,53.7533333333333,1986
"05-17 to 06-15",52.08,49.2766666666667,52.49,52.49,51.6033333333333,49.2766666666667,52.8033333333333,52.0566666666667,46.7966666666667,50.0866666666667,47.3133333333333,56.4066666666667,51.03,47.56,51.58,50.9433333333333,50.78,51.56,54.1133333333333,51.19,51.19,51.58,46.6466666666667,46.7966666666667,48.3633333333333,48.6766666666667,51.4966666666667,50.78,44.6666666666667,51.56,49.2333333333333,51.58,47.0366666666667,44.7333333333333,47.56,55.83,48.6766666666667,47.3133333333333,44.6666666666667,49.91,46.6466666666667,46.4166666666667,44.6666666666667,51.4966666666667,54.1133333333333,46.4166666666667,47.3133333333333,1987
"05-17 to 06-15",48.1233333333333,45.3566666666667,47.8433333333333,47.8433333333333,48.6733333333333,45.3566666666667,48.2633333333333,48.1233333333333,41.61,46.17,42.9266666666667,52.0133333333333,46.7666666666667,43.2066666666667,48.62,47.7533333333333,47.9533333333333,47.6566666666667,47.9333333333333,48.0833333333333,48.0833333333333,48.62,43.0333333333333,41.61,44.52,44.6066666666667,45.32,47.9533333333333,39.5866666666667,47.6566666666667,44.3233333333333,48.62,43.54,40.5466666666667,43.2066666666667,52.5833333333333,44.6066666666667,42.9266666666667,39.5866666666667,47.04,43.0333333333333,40.05,39.5866666666667,45.32,47.9333333333333,40.05,42.9266666666667,1988
"05-17 to 06-15",50.9766666666667,48.4633333333333,50.6566666666667,50.6566666666667,52.0466666666667,48.4633333333333,51.0933333333333,51.44,45.8233333333333,49.3066666666667,45.92,55.7266666666667,49.8866666666667,46.2433333333333,51.5633333333333,50.6166666666667,51.0966666666667,50.6666666666667,52.69,51,51,51.5633333333333,47.8166666666667,45.8233333333333,49.2733333333333,47.94,48.9533333333333,51.0966666666667,42.3866666666667,50.6666666666667,47.3,51.5633333333333,48.0033333333333,45.6,46.2433333333333,55.9433333333333,47.94,45.92,42.3866666666667,49.8733333333333,47.8166666666667,44.8433333333333,42.3866666666667,48.9533333333333,52.69,44.8433333333333,45.92,1989
"05-17 to 06-15",46.5133333333333,43.7933333333333,45.15,45.15,47.7166666666667,43.7933333333333,45.4633333333333,46.5133333333333,41.5,44.66,42.0033333333333,51.7666666666667,44.4466666666667,42.1933333333333,46.16,44.6766666666667,45.1066666666667,45.21,45.71,46.7066666666667,46.7066666666667,46.16,41.82,41.5,43.2866666666667,43.0666666666667,44.1533333333333,45.1066666666667,39.0466666666667,45.21,42.0933333333333,46.16,42.3466666666667,39.4466666666667,42.1933333333333,51.97,43.0666666666667,42.0033333333333,39.0466666666667,45.3933333333333,41.82,38.5066666666667,39.0466666666667,44.1533333333333,45.71,38.5066666666667,42.0033333333333,1990
