"Group.1","10ABAM_OR","11ABAM_OR","12ABGR_OR","13ABMAS_OR","14ABPR_OR","15ABPR_OR","16PIMO3_OR","17TSME_OR","18TSME_OR","19TSME_OR","1ABAM_OR","21PIEN_WA","22ABAM_WA","23ABLA_WA","25TSME_WA","26TSME_WA","27PIMO3_WA","28ABAM_WA","2ABCO_OR","30ABAM_WA","31ABAM_WA","33ABAM_WA","35ABAM_WA","36ABAM_WA","37ABAM_WA","39ABGR_WA","3ABCO_OR","40ABGR_WA","43ABMAS_WA","44ABPR_WA","45ABPR_WA","46ABPR_WA","48ABPR_WA","49ABPR_WA","4ABLA_OR","50ABPR_WA","54PIMO3_WA","55PIMO3_WA","57PIMO3_WA","58TSME_WA","59TSME_WA","5ABMA_OR","60TSME_WA","6ABMA_OR","7PILA_OR","8TSME_OR","9TSME_OR","year"
"05-20 to 06-18",50.3833333333333,47.0633333333333,49.3233333333333,49.3233333333333,51.1966666666667,47.0633333333333,49.74,50.23,45.41,47.8466666666667,45.0133333333333,54.9533333333333,47.2333333333333,45.0633333333333,48.35,47.24,47.7333333333333,48.22,53.8266666666667,48.6933333333333,48.6933333333333,48.35,44.5033333333333,45.41,45.7333333333333,46.44,49.8533333333333,47.7333333333333,43.5066666666667,48.22,47.6066666666667,48.35,45.0066666666667,41.95,45.0633333333333,53.8266666666667,46.44,45.0133333333333,43.5066666666667,47.5233333333333,44.5033333333333,45.6766666666667,43.5066666666667,49.8533333333333,53.8266666666667,45.6766666666667,45.0133333333333,1981
"05-20 to 06-18",51.8666666666667,48.9366666666667,50.26,50.26,53.4366666666667,48.9366666666667,50.64,51.7733333333333,47.13,49.7366666666667,46.45,55.32,50.9466666666667,46.49,50.3,49.54,49.33,51.4033333333333,54.2266666666667,52.4566666666667,52.4566666666667,50.3,47.62,47.13,48.7933333333333,48.19,50.25,49.33,43.9866666666667,51.4033333333333,49.0033333333333,50.3,48.2166666666667,45.24,46.49,56.1933333333333,48.19,46.45,43.9866666666667,50.73,47.62,46.3966666666667,43.9866666666667,50.25,54.2266666666667,46.3966666666667,46.45,1982
"05-20 to 06-18",56.6166666666667,53.8966666666667,53.89,53.89,56.6533333333333,53.8966666666667,54.2533333333333,56.7233333333333,51.8166666666667,54.79,52.0166666666667,59.8366666666667,54.5,51.7466666666667,53.71,52.9433333333333,52.94,54.7166666666667,57.51,55.9733333333333,55.9733333333333,53.71,51.2833333333333,51.8166666666667,52.79,52.9966666666667,53.63,52.94,47.5966666666667,54.7166666666667,53.45,53.71,51.88,49.6433333333333,51.7466666666667,59.4333333333333,52.9966666666667,52.0166666666667,47.5966666666667,54.6466666666667,51.2833333333333,51.9066666666667,47.5966666666667,53.63,57.51,51.9066666666667,52.0166666666667,1983
"05-20 to 06-18",48.33,45.05,48.7333333333333,48.7333333333333,49.61,45.05,49.1066666666667,48.18,42.38,45.7233333333333,42.4166666666667,51.9866666666667,45.1066666666667,42.6366666666667,45.1333333333333,43.9366666666667,44.4233333333333,45.6233333333333,51.62,47.0433333333333,47.0433333333333,45.1333333333333,41.52,42.38,43.2966666666667,44.56,48.1166666666667,44.4233333333333,41.4866666666667,45.6233333333333,44.55,45.1333333333333,41.9866666666667,39.1733333333333,42.6366666666667,51.1166666666667,44.56,42.4166666666667,41.4866666666667,45.9533333333333,41.52,44.71,41.4866666666667,48.1166666666667,51.62,44.71,42.4166666666667,1984
"05-20 to 06-18",55.3666666666667,53.0266666666667,52.38,52.38,54.14,53.0266666666667,52.6833333333333,54.7133333333333,48.0133333333333,53.75,49.51,57.5833333333333,50.3966666666667,50.2433333333333,50.94,49.5233333333333,50.24,51.1233333333333,55.5166666666667,51.9766666666667,51.9766666666667,50.94,47.5833333333333,48.0133333333333,48.9466666666667,51.9133333333333,51.7066666666667,50.24,45.87,51.1233333333333,50.4166666666667,50.94,48.0933333333333,45.25,50.2433333333333,56.5766666666667,51.9133333333333,49.51,45.87,50.72,47.5833333333333,47.7466666666667,45.87,51.7066666666667,55.5166666666667,47.7466666666667,49.51,1985
"05-20 to 06-18",59.05,57.4433333333333,57.3166666666667,57.3166666666667,57.5966666666667,57.4433333333333,57.54,59.37,54.4066666666667,58.4466666666667,53.7466666666667,62.8466666666667,57.7266666666667,54.2233333333333,57.1366666666667,56.5333333333333,56.57,58.0233333333333,59.2,56.01,56.01,57.1366666666667,53.12,54.4066666666667,53.9,56.55,55.9233333333333,56.57,48.3333333333333,58.0233333333333,57.1366666666667,57.1366666666667,53.6766666666667,51.0333333333333,54.2233333333333,61.4866666666667,56.55,53.7466666666667,48.3333333333333,54.77,53.12,51.75,48.3333333333333,55.9233333333333,59.2,51.75,53.7466666666667,1986
"05-20 to 06-18",52.35,49.4133333333333,52.3633333333333,52.3633333333333,51.9433333333333,49.4133333333333,52.6833333333333,52.2666666666667,47.0833333333333,50.2466666666667,47.2966666666667,56.6366666666667,51.3766666666667,47.5433333333333,51.6766666666667,51.0133333333333,50.85,51.8133333333333,54.2566666666667,51.5533333333333,51.5533333333333,51.6766666666667,46.95,47.0833333333333,48.6266666666667,48.7933333333333,51.5633333333333,50.85,44.7566666666667,51.8133333333333,49.3433333333333,51.6766666666667,47.34,45.0366666666667,47.5433333333333,56.0566666666667,48.7933333333333,47.2966666666667,44.7566666666667,50.31,46.95,46.2766666666667,44.7566666666667,51.5633333333333,54.2566666666667,46.2766666666667,47.2966666666667,1987
"05-20 to 06-18",50.3766666666667,47.5866666666667,50.02,50.02,50.03,47.5866666666667,50.47,50.3233333333333,43.73,48.3666666666667,45.21,54.27,48.66,45.4766666666667,50.73,49.8866666666667,50.06,49.42,50.1266666666667,49.7333333333333,49.7333333333333,50.73,45.0266666666667,43.73,46.4533333333333,46.86,47.42,50.06,41.6433333333333,49.42,46.6533333333333,50.73,45.5433333333333,42.64,45.4766666666667,54.2566666666667,46.86,45.21,41.6433333333333,48.6566666666667,45.0266666666667,42.1866666666667,41.6433333333333,47.42,50.1266666666667,42.1866666666667,45.21,1988
"05-20 to 06-18",51.8133333333333,49.2366666666667,51.1033333333333,51.1033333333333,52.61,49.2366666666667,51.5533333333333,52.2466666666667,46.5666666666667,50.12,46.56,56.2733333333333,50.58,46.8966666666667,52.2833333333333,51.4,51.8566666666667,51.34,53.11,51.6233333333333,51.6233333333333,52.2833333333333,48.4166666666667,46.5666666666667,49.9366666666667,48.6733333333333,49.56,51.8566666666667,42.9066666666667,51.34,47.69,52.2833333333333,48.6466666666667,46.23,46.8966666666667,56.2733333333333,48.6733333333333,46.56,42.9066666666667,50.4933333333333,48.4166666666667,45.2533333333333,42.9066666666667,49.56,53.11,45.2533333333333,46.56,1989
"05-20 to 06-18",47.3266666666667,44.56,45.5833333333333,45.5833333333333,48.39,44.56,45.89,47.2533333333333,42.3,45.4,42.6033333333333,52.4,45.3266666666667,42.8,47.0533333333333,45.58,46.0133333333333,46.0433333333333,46.3266666666667,47.4533333333333,47.4533333333333,47.0533333333333,42.6866666666667,42.3,44.0333333333333,43.79,44.7566666666667,46.0133333333333,39.6266666666667,46.0433333333333,42.87,47.0533333333333,43.2133333333333,40.22,42.8,52.7433333333333,43.79,42.6033333333333,39.6266666666667,46.2066666666667,42.6866666666667,39.0733333333333,39.6266666666667,44.7566666666667,46.3266666666667,39.0733333333333,42.6033333333333,1990
"05-20 to 06-18",47.7166666666667,45.2133333333333,48.1033333333333,48.1033333333333,48.9366666666667,45.2133333333333,48.63,48.14,41.63,46.1366666666667,44.1866666666667,52.07,45.1366666666667,44.0166666666667,45.5266666666667,44.73,45.0133333333333,45.7333333333333,49.16,46.6866666666667,46.6866666666667,45.5266666666667,43.09,41.63,44.1966666666667,44.7466666666667,46.6933333333333,45.0133333333333,40.7266666666667,45.7333333333333,43.09,45.5266666666667,43.52,40.5,44.0166666666667,52.29,44.7466666666667,44.1866666666667,40.7266666666667,45.2866666666667,43.09,41.9366666666667,40.7266666666667,46.6933333333333,49.16,41.9366666666667,44.1866666666667,1991
"05-20 to 06-18",54.96,52.3533333333333,54.93,54.93,55.2633333333333,52.3533333333333,55.47,55.29,50.77,53.31,51.1966666666667,58.2533333333333,52.16,50.96,53.17,52.3266666666667,52.6033333333333,52.6666666666667,56.2833333333333,53.7533333333333,53.7533333333333,53.17,50.8366666666667,50.77,51.83,51.9233333333333,53.68,52.6033333333333,47.6033333333333,52.6666666666667,52.1133333333333,53.17,51.26,48.1233333333333,50.96,58.8733333333333,51.9233333333333,51.1966666666667,47.6033333333333,52.5066666666667,50.8366666666667,48.5966666666667,47.6033333333333,53.68,56.2833333333333,48.5966666666667,51.1966666666667,1992
"05-20 to 06-18",51.5866666666667,48.63,49.13,49.13,52.5066666666667,48.63,49.52,51.25,47.3466666666667,49.4033333333333,46.1233333333333,55.4,50.43,46.3533333333333,50.6733333333333,49.1766666666667,49.8566666666667,51.02,50.72,53.3333333333333,53.3333333333333,50.6733333333333,48.0366666666667,47.3466666666667,50.0066666666667,47.98,48.3033333333333,49.8566666666667,42.0933333333333,51.02,47.3833333333333,50.6733333333333,48.7766666666667,45.7033333333333,46.3533333333333,57.3133333333333,47.98,46.1233333333333,42.0933333333333,52.02,48.0366666666667,42.1033333333333,42.0933333333333,48.3033333333333,50.72,42.1033333333333,46.1233333333333,1993
"05-20 to 06-18",49.85,47.1,50.7333333333333,50.7333333333333,50.8966666666667,47.1,51.25,49.7933333333333,45.3966666666667,47.9266666666667,45.36,55.1966666666667,47.5666666666667,45.2933333333333,48.4766666666667,47.2466666666667,47.82,48.2533333333333,52.1166666666667,49.7933333333333,49.7933333333333,48.4766666666667,45.6466666666667,45.3966666666667,47.12,46.46,49.0733333333333,47.82,42.8966666666667,48.2533333333333,47.71,48.4766666666667,46.4033333333333,43.2533333333333,45.2933333333333,55.5833333333333,46.46,45.36,42.8966666666667,48.2233333333333,45.6466666666667,44.01,42.8966666666667,49.0733333333333,52.1166666666667,44.01,45.36,1994
"05-20 to 06-18",53.5566666666667,50.35,50.8066666666667,50.8066666666667,54.7833333333333,50.35,51.2633333333333,53.3866666666667,48.9033333333333,51.2766666666667,47.53,56.1866666666667,51.6933333333333,47.5866666666667,51.7466666666667,51.0333333333333,51.1333333333333,52.5766666666667,52.9666666666667,53.1633333333333,53.1633333333333,51.7466666666667,49.6833333333333,48.9033333333333,51.15,49.6366666666667,50.0766666666667,51.1333333333333,43.7866666666667,52.5766666666667,51.6966666666667,51.7466666666667,50.7466666666667,47.5166666666667,47.5866666666667,58.2033333333333,49.6366666666667,47.53,43.7866666666667,51.3833333333333,49.6833333333333,44.74,43.7866666666667,50.0766666666667,52.9666666666667,44.74,47.53,1995
"05-20 to 06-18",51.5066666666667,48.81,51.4666666666667,51.4666666666667,51.7966666666667,48.81,51.9733333333333,51.6633333333333,46.48,49.67,47.45,55.4266666666667,48.2233333333333,47.1866666666667,49.2766666666667,48.2266666666667,48.78,49.1366666666667,54.0033333333333,49.2966666666667,49.2966666666667,49.2766666666667,46.5233333333333,46.48,47.5833333333333,48.3266666666667,50.9366666666667,48.78,43.9566666666667,49.1366666666667,49.2666666666667,49.2766666666667,47.13,44.07,47.1866666666667,56.3566666666667,48.3266666666667,47.45,43.9566666666667,47.9866666666667,46.5233333333333,46.04,43.9566666666667,50.9366666666667,54.0033333333333,46.04,47.45,1996
"05-20 to 06-18",53.53,50.3633333333333,52,52,53.96,50.3633333333333,52.49,52.9933333333333,48.0733333333333,51.0033333333333,48.0033333333333,57.7933333333333,50.1933333333333,47.7666666666667,50.7766666666667,49.5766666666667,49.9066666666667,51.1766666666667,53.8033333333333,51.2466666666667,51.2466666666667,50.7766666666667,46.6466666666667,48.0733333333333,47.9133333333333,49.55,51.7966666666667,49.9066666666667,44.2766666666667,51.1766666666667,51.02,50.7766666666667,47.1733333333333,44.6766666666667,47.7666666666667,57.8933333333333,49.55,48.0033333333333,44.2766666666667,50.2366666666667,46.6466666666667,45.6566666666667,44.2766666666667,51.7966666666667,53.8033333333333,45.6566666666667,48.0033333333333,1997
"05-20 to 06-18",50.6366666666667,47.62,47.77,47.77,51.9833333333333,47.62,48.1033333333333,50.3133333333333,45.7366666666667,48.2866666666667,45.3866666666667,53.88,48.5066666666667,45.34,49.49,48.2566666666667,48.5766666666667,49.3766666666667,50.2866666666667,52.0733333333333,52.0733333333333,49.49,46.8366666666667,45.7366666666667,48.22,46.8566666666667,47.24,48.5766666666667,40.6833333333333,49.3766666666667,48.4133333333333,49.49,47.43,44.7133333333333,45.34,55.8866666666667,46.8566666666667,45.3866666666667,40.6833333333333,50.9633333333333,46.8366666666667,41.7333333333333,40.6833333333333,47.24,50.2866666666667,41.7333333333333,45.3866666666667,1998
"05-20 to 06-18",52.7666666666667,49.09,51.6033333333333,51.6033333333333,52.2933333333333,49.09,52.0733333333333,51.98,46.1866666666667,49.8166666666667,46.5766666666667,55.72,48.66,46.3866666666667,49.1733333333333,48.1033333333333,48.67,49.11,53.7533333333333,50.5033333333333,50.5033333333333,49.1733333333333,46.65,46.1866666666667,47.84,48.1333333333333,50.27,48.67,43.0766666666667,49.11,49.3566666666667,49.1733333333333,47.1166666666667,44.7,46.3866666666667,55.6733333333333,48.1333333333333,46.5766666666667,43.0766666666667,49.7133333333333,46.65,45.6433333333333,43.0766666666667,50.27,53.7533333333333,45.6433333333333,46.5766666666667,1999
"05-20 to 06-18",54.6433333333333,50.9766666666667,53.2533333333333,53.2533333333333,53.1366666666667,50.9766666666667,53.7033333333333,53.4833333333333,47.01,51.5866666666667,47.8866666666667,57.6766666666667,48.6966666666667,47.74,49.12,47.85,48.4266666666667,49.37,55.92,49.0766666666667,49.0766666666667,49.12,45.7633333333333,47.01,46.9033333333333,49.8533333333333,52.9266666666667,48.4266666666667,45.18,49.37,50.4433333333333,49.12,46.31,43.4866666666667,47.74,54.9833333333333,49.8533333333333,47.8866666666667,45.18,48.2133333333333,45.7633333333333,48.13,45.18,52.9266666666667,55.92,48.13,47.8866666666667,2000
"05-20 to 06-18",53.89,50.7566666666667,53.57,53.57,53.9,50.7566666666667,54.0866666666667,53.3433333333333,47.45,51.4433333333333,48.6333333333333,57.7166666666667,49.73,48.3533333333333,50.0033333333333,49.0966666666667,49.3533333333333,50.3233333333333,56.91,49.57,49.57,50.0033333333333,46.3866666666667,47.45,47.7466666666667,49.9566666666667,53.2066666666667,49.3533333333333,45.72,50.3233333333333,50.62,50.0033333333333,46.8766666666667,44.2433333333333,48.3533333333333,55.3933333333333,49.9566666666667,48.6333333333333,45.72,48.6966666666667,46.3866666666667,49.4366666666667,45.72,53.2066666666667,56.91,49.4366666666667,48.6333333333333,2001
"05-20 to 06-18",53.1733333333333,50.0466666666667,52.58,52.58,53.05,50.0466666666667,53.0566666666667,52.9666666666667,47.1233333333333,50.86,47.9033333333333,57.6033333333333,49.1266666666667,47.7366666666667,50.73,49.5966666666667,49.9366666666667,50.02,54.5366666666667,51.78,51.78,50.73,47.22,47.1233333333333,48.4633333333333,49.3466666666667,51.5933333333333,49.9366666666667,43.9433333333333,50.02,50.7366666666667,50.73,47.82,45.1033333333333,47.7366666666667,56.6366666666667,49.3466666666667,47.9033333333333,43.9433333333333,50.6333333333333,47.22,47.12,43.9433333333333,51.5933333333333,54.5366666666667,47.12,47.9033333333333,2002
"05-20 to 06-18",59.42,56.21,57.1066666666667,57.1066666666667,58.7266666666667,56.21,57.7833333333333,59.13,53.73,57.07,54.09,62.07,55.1433333333333,53.8733333333333,55.77,54.6066666666667,54.84,55.8066666666667,62.3033333333333,55.8033333333333,55.8033333333333,55.77,52.4,53.73,53.9733333333333,55.5666666666667,58.1466666666667,54.84,49.6733333333333,55.8066666666667,56.29,55.77,53.0433333333333,50.2633333333333,53.8733333333333,60.9766666666667,55.5666666666667,54.09,49.6733333333333,55.0566666666667,52.4,54.68,49.6733333333333,58.1466666666667,62.3033333333333,54.68,54.09,2003
"05-20 to 06-18",49.8333333333333,47.0966666666667,49.9433333333333,49.9433333333333,52.5833333333333,47.0966666666667,50.3133333333333,49.7366666666667,45.1733333333333,47.86,45.42,54.5233333333333,48.3966666666667,45.35,48.7333333333333,47.4866666666667,47.8433333333333,49.1333333333333,52.8866666666667,50.5833333333333,50.5833333333333,48.7333333333333,46.15,45.1733333333333,47.5766666666667,46.5266666666667,49.5566666666667,47.8433333333333,42.41,49.1333333333333,47.7766666666667,48.7333333333333,46.7566666666667,43.7733333333333,45.35,55.6633333333333,46.5266666666667,45.42,42.41,49.9666666666667,46.15,45.5133333333333,42.41,49.5566666666667,52.8866666666667,45.5133333333333,45.42,2004
"05-20 to 06-18",50.2466666666667,47.2666666666667,48.52,48.52,51.8,47.2666666666667,49.2666666666667,49.8833333333333,45.1866666666667,48.0733333333333,45.55,53.82,48.42,45.5333333333333,48.3133333333333,47.0766666666667,47.51,48.96,50.19,50.0133333333333,50.0133333333333,48.3133333333333,47.09,45.1866666666667,48.65,46.5933333333333,48.3033333333333,47.51,42.2033333333333,48.96,47.55,48.3133333333333,47.9433333333333,44.47,45.5333333333333,56.0666666666667,46.5933333333333,45.55,42.2033333333333,49.3833333333333,47.09,42.4366666666667,42.2033333333333,48.3033333333333,50.19,42.4366666666667,45.55,2005
"05-20 to 06-18",52.7833333333333,49.5433333333333,51.37,51.37,52.55,49.5433333333333,52.15,52.3133333333333,46.8333333333333,50.3233333333333,47.57,56.5466666666667,49.5933333333333,47.4966666666667,49.76,48.3866666666667,48.81,50.7366666666667,52.36,51.1,51.1,49.76,47.8733333333333,46.8333333333333,48.75,48.7033333333333,49.7766666666667,48.81,42.6466666666667,50.7366666666667,49.72,49.76,48.5766666666667,45.41,47.4966666666667,57.8766666666667,48.7033333333333,47.57,42.6466666666667,49.9133333333333,47.8733333333333,44.6966666666667,42.6466666666667,49.7766666666667,52.36,44.6966666666667,47.57,2006
