"r1","r2","r3","r4","r5","r6","site","offset"
-0.0930657485333259,0.6577567155602,0.695613375076245,-0.0824090888725016,-0.0568237241645062,NA,"11ABAM_OR",16
-0.100724868378623,0.637791292530657,0.682886488507257,-0.0734811195318653,-0.0566358740917774,NA,"11ABAM_OR",17
-0.0910097872170792,0.630301982039431,0.682962074659902,-0.0678772377335488,-0.0565935897459961,NA,"11ABAM_OR",18
-0.0776937368675441,0.633974294366073,0.681524291695411,-0.06912969567693,-0.0568013648437664,NA,"11ABAM_OR",19
-0.0644876868678796,0.644084742357924,0.663490881428792,-0.0702748549768788,-0.0568641441674592,NA,"11ABAM_OR",20
-0.0718020315814329,0.651800714887732,0.539732653009889,-0.0654027666710778,-0.0568715491971543,NA,"11ABAM_OR",21
-0.0828443469573837,0.668702293854728,0.299540340841916,-0.0530604688673241,-0.0568769970558454,NA,"11ABAM_OR",22
-0.0660719768500079,0.668453979604052,0.191624524529673,-0.0457728778946426,-0.0568789742969531,NA,"11ABAM_OR",23
-0.0602229901851137,0.689456149774728,0.191913355768309,-0.0527463745686979,-0.0568796600216175,NA,"11ABAM_OR",24
-0.0612162077314951,0.73861550261987,0.346410063447081,-0.062016764309304,-0.0568811826328108,NA,"11ABAM_OR",25
-0.0613507717128866,0.704346250667373,0.367902918497472,-0.0693308880361045,-0.0568954734613282,NA,"11ABAM_OR",26
-0.0599672649077639,0.545309738437711,0.375143764239737,-0.0678938085802696,-0.0571822901571376,NA,"11ABAM_OR",27
-0.05950550061858,0.487528404339887,0.294634511053957,-0.0693689329296127,-0.0587867684427378,NA,"11ABAM_OR",28
-0.0591483385180896,0.543062149784419,0.109060943463851,-0.0832244661598414,-0.0607793148947604,NA,"11ABAM_OR",29
-0.0747890254177586,-0.0747062143777499,-0.0104936626678792,0.0558620083248149,-0.0739456249312579,-0.0847496120424565,"1ABAM_OR",0
-0.0745593923120713,-0.0765045538607384,-0.0113571107317585,0.0167822782631368,-0.0734934455721671,-0.0774517048717208,"1ABAM_OR",1
-0.0744947584032528,-0.0796286222474619,-0.01369946226288,-0.0132637558396041,-0.0733685877493206,-0.0739664365482307,"1ABAM_OR",2
-0.0744863797462564,-0.0813805653512244,-0.0207438198709271,-0.035487511177135,-0.0733413035315917,-0.0734772776272935,"1ABAM_OR",3
-0.0742756994042501,-0.0898676952870378,-0.0223314544906788,-0.0448120367001597,-0.0727354583286719,NA,"1ABAM_OR",4
-0.0741008248688949,-0.104949160488629,-0.0203395692172808,-0.0486807023528003,-0.0727824968703645,NA,"1ABAM_OR",5
-0.0741316502213342,-0.108234214081621,-0.0194020005743412,-0.0547369102018557,-0.0732024153115863,NA,"1ABAM_OR",6
-0.0745867228786942,-0.100488564750806,-0.0172159970448696,-0.0676909422143692,-0.0735336727694295,NA,"1ABAM_OR",7
-0.0757937452584715,-0.0434549567601868,-0.00093577121718537,-0.073415473032298,-0.0736911180748219,NA,"1ABAM_OR",8
-0.0783224269667824,0.184371289206007,0.0396246492801032,-0.0724744914882745,-0.0737513037594724,NA,"1ABAM_OR",9
-0.0807597648308398,0.524868240542673,0.0643319094371237,-0.0477430569682294,-0.0737881911321657,NA,"1ABAM_OR",10
-0.0823686479773937,0.798587609554087,0.102671279653064,-0.0405493254813362,-0.0737962214440762,NA,"1ABAM_OR",11
-0.0810576712900912,0.838971891230337,0.107495830299199,-0.0556261346240639,-0.073803142111072,NA,"1ABAM_OR",12
-0.0780822175034544,0.878089402364043,0.102967496264012,-0.042870432413538,-0.0738202135953244,NA,"1ABAM_OR",13
-0.0829181179444435,0.898125094680205,0.205273467093239,-0.0545218775173344,-0.0738877584301697,NA,"1ABAM_OR",14
-0.0924055633029776,0.88972266747034,0.273589697340532,-0.0670955995683587,-0.0739745735206316,NA,"1ABAM_OR",15
-0.102235724662692,0.961526211198015,0.253265681202372,-0.0716552817118771,-0.0740435282867439,NA,"1ABAM_OR",16
-0.106842018893232,0.987392531519809,0.21359671159364,-0.0722997992726803,-0.0743775829989766,NA,"1ABAM_OR",17
-0.109763011683222,0.967930364357803,0.211493029545243,-0.0749740039216685,-0.0743274017328214,NA,"1ABAM_OR",18
-0.0976201224331741,0.919303644029623,0.287978359868265,-0.100215254880995,-0.0740110424047164,NA,"1ABAM_OR",19
-0.0861794613302602,0.771612205287182,0.309780957350761,-0.106033167688368,-0.0738461147751189,NA,"1ABAM_OR",20
-0.0782540529983111,0.475929699572367,0.273744678872011,-0.0832366276567206,-0.073819099545714,NA,"1ABAM_OR",21
-0.0755528996308758,0.226975346147188,0.163948076182872,-0.0644845190117163,-0.0738009928662617,NA,"1ABAM_OR",22
-0.0748933396785535,0.21624874070678,0.0817393067664022,-0.0439996440163988,-0.0737961247761692,NA,"1ABAM_OR",23
-0.0743723709017978,0.191499723988769,0.0813129070653506,-0.0441631145018668,-0.0737950829385007,NA,"1ABAM_OR",24
-0.0743720809412361,0.0352273834762577,0.181733550902557,-0.0692123865492832,-0.073794896066383,NA,"1ABAM_OR",25
-0.0743745538449534,0.0119478630968151,0.211376520104035,-0.0988777444973224,-0.0737982001018895,NA,"1ABAM_OR",26
-0.0742205860894446,-0.0116705651985884,0.217210987734039,-0.0981990288143522,-0.073882848105768,NA,"1ABAM_OR",27
-0.074182605839919,-0.0192708133037909,0.212690381990995,-0.0855339844044913,-0.0755273441544579,NA,"1ABAM_OR",28
-0.0741843645524149,-0.0153967276283478,0.136056475593021,-0.0769566669731315,-0.0767721006012854,NA,"1ABAM_OR",29
-0.0357863092004983,-0.0364635698720029,0.517900308632483,0.0026944442841939,-0.0766543469626847,-0.0621938700616011,"22ABAM_WA",0
-0.035193456869186,-0.0346072860028362,0.521747080769871,-0.073845824593648,-0.0748626011867256,0.0366416138360835,"22ABAM_WA",1
-0.0347947248169176,-0.0349852399531705,0.528531466710777,-0.0788344573330825,-0.0745982326712272,0.0386252047301817,"22ABAM_WA",2
-0.0348787835938606,-0.0344182067761106,0.515558652812873,-0.0773740164821047,-0.0742270298078606,-0.0700282554225178,"22ABAM_WA",3
-0.0352022597046517,-0.0275650960147262,0.524356603847373,-0.0716924301203198,-0.0736416384684559,NA,"22ABAM_WA",4
-0.0353807208371335,-0.0112668804633457,0.539586808298163,-0.0598923892521449,-0.0733835288237057,NA,"22ABAM_WA",5
-0.0363191634585683,0.0197535172403979,0.552812649764705,-0.0678488475830278,-0.0742591731299236,NA,"22ABAM_WA",6
-0.0390253368387146,0.0138370355621123,0.628210740873806,-0.0709968229616784,-0.0746393258269889,NA,"22ABAM_WA",7
-0.0405461719348722,0.0429799801110293,0.66169679987129,-0.0742998062593639,-0.0748728197174813,NA,"22ABAM_WA",8
-0.0405751276444041,0.250668056236292,0.625086492262563,-0.0809626079734955,-0.0751854884351549,NA,"22ABAM_WA",9
-0.0415574059147668,0.478443191091479,0.653950940556595,-0.0764309345939222,-0.0750816252078818,NA,"22ABAM_WA",10
-0.0436722612745063,0.45632864492014,0.632655757765512,-0.074081393039155,-0.0749858010705955,NA,"22ABAM_WA",11
-0.0461894206516981,0.476752163428009,0.627782732487684,-0.0747800063029227,-0.0751236546634061,NA,"22ABAM_WA",12
-0.046035181354221,0.610179759065371,0.61202996597656,-0.0803425528664478,-0.0748963296795434,NA,"22ABAM_WA",13
-0.0581541594394434,0.642200923417811,0.561406819907359,-0.0863010023696934,-0.0729981718042424,NA,"22ABAM_WA",14
-0.0834121820697197,0.617308966657167,0.515870412992593,-0.0967243264690449,-0.0721300912881262,NA,"22ABAM_WA",15
-0.0953565743228229,0.647559334327863,0.530079215157084,-0.106850758960121,-0.0727241530164994,NA,"22ABAM_WA",16
-0.114082764184209,0.732941882920237,0.547378874755603,-0.123189150628948,-0.0720771253884414,NA,"22ABAM_WA",17
-0.128960982307392,0.78470636250428,0.530105519692736,-0.13150357471783,-0.0728356584996885,NA,"22ABAM_WA",18
-0.141680102769773,0.783144561335153,0.517279373981798,-0.138017394998223,-0.0737661535084645,NA,"22ABAM_WA",19
-0.111749588121496,0.813698655771313,0.512504299539615,-0.146744665885491,-0.0741506729500661,NA,"22ABAM_WA",20
-0.108100729047204,0.871349564133898,0.378045036877502,-0.151918084147575,-0.07422147585776,NA,"22ABAM_WA",21
-0.0731068400268078,0.929197444204877,0.192720160162326,-0.145679455714792,-0.0742687244996685,NA,"22ABAM_WA",22
-0.0507595003921895,0.924264766843897,0.174592018307948,-0.135779845476906,-0.0742759375285869,NA,"22ABAM_WA",23
-0.046313206132972,0.912230145284923,0.210378773563948,-0.139275148223894,-0.0742736671288804,NA,"22ABAM_WA",24
-0.0519504106964326,0.777367381449552,0.297203963717129,-0.146602466634998,-0.0742647988331969,NA,"22ABAM_WA",25
-0.0502339135957631,0.684701171704922,0.291727610903476,-0.141075360912082,-0.074227027908161,NA,"22ABAM_WA",26
-0.0446324044545068,0.558032026699646,0.312561871220411,-0.123595132517002,-0.0742105385078418,NA,"22ABAM_WA",27
-0.040944687509111,0.515232427766556,0.28522919185461,-0.113689320148734,-0.0741825419456491,NA,"22ABAM_WA",28
-0.0394461845483731,0.517338927262109,0.18595198668891,-0.0850765048954413,-0.0743706509588313,NA,"22ABAM_WA",29
-0.00184076191505102,0.00087351575096742,0.590510234818387,0.149135810254431,-0.0917293904422115,0.0318985050899755,"28ABAM_WA",0
-0.00148384263004573,0.00336807674048676,0.594980051010116,0.0265901945499254,-0.0834428102184782,0.0330074456799429,"28ABAM_WA",1
-0.00129800862038145,0.00278138624770597,0.600011522146147,0.0337069280211696,-0.0819639617255111,0.0330828586412537,"28ABAM_WA",2
-0.00133459362759024,-0.00012945689111146,0.594830463649009,0.0485748092045131,-0.0785076200871388,0.01441688973044,"28ABAM_WA",3
-0.00146156563670647,0.00174074746900298,0.60503632211118,0.0683937058443581,-0.0736074934079607,NA,"28ABAM_WA",4
-0.00154481639610914,-0.00360185407159037,0.617503827995731,0.0930967129956588,-0.0709671750698227,NA,"28ABAM_WA",5
-0.00169895950120467,0.0120020320455947,0.62985465947205,0.0717734571222027,-0.0810033028977012,NA,"28ABAM_WA",6
-0.00193042971149994,0.0174474875913339,0.670942913641928,0.0654354227490707,-0.0850676446939806,NA,"28ABAM_WA",7
-0.00200878588540454,0.0359774278944571,0.566082579130705,0.0513940288701975,-0.0879408879334762,NA,"28ABAM_WA",8
-0.00201954772995584,0.124424152502367,0.509063017770148,0.020294080732039,-0.0912172615432345,NA,"28ABAM_WA",9
-0.00255163906529414,0.295759697365063,0.552393894846214,0.0178069668342756,-0.0905856847494809,NA,"28ABAM_WA",10
-0.00324035884569863,0.287991034169066,0.506695432452704,0.0186628381453878,-0.0898731943591099,NA,"28ABAM_WA",11
-0.00313992811599653,0.303360366512,0.494106822652644,0.0185893458465346,-0.0925209915121616,NA,"28ABAM_WA",12
-0.00248045272914038,0.397044278769568,0.463810165116673,0.00709551205427971,-0.0914989398837351,NA,"28ABAM_WA",13
-0.00300825248087699,0.445161948562569,0.408099711902041,0.00202482120820981,-0.0729771666290515,NA,"28ABAM_WA",14
-0.00869787816425123,0.431061354649063,0.377028309317766,-0.00925721859045012,-0.0626094047796419,NA,"28ABAM_WA",15
-0.0176843799326633,0.44561927911879,0.39549320977042,-0.0223698787761914,-0.066104808836867,NA,"28ABAM_WA",16
-0.0305333097431437,0.500145111039456,0.411471764114461,-0.0390233444056504,-0.0571874822035514,NA,"28ABAM_WA",17
-0.0539318255599064,0.605909807405734,0.397458062880957,-0.0533199850184293,-0.0656015667185708,NA,"28ABAM_WA",18
-0.0905563542942118,0.64959376038402,0.389114282138256,-0.0655353305484516,-0.0752077429600474,NA,"28ABAM_WA",19
-0.104113765541368,0.66944947871084,0.413517560387666,-0.0760454299888131,-0.0795287211245249,NA,"28ABAM_WA",20
-0.0963922230127622,0.750180184933189,0.421268476659893,-0.0916293301339063,-0.0803559078625603,NA,"28ABAM_WA",21
-0.0376838921747096,0.810730823554624,0.356354912662802,-0.0964604034175694,-0.0809007710419726,NA,"28ABAM_WA",22
-0.0106999785899839,0.804817942861223,0.350294505889221,-0.0991702882381156,-0.0809321105528908,NA,"28ABAM_WA",23
-0.00519093274920648,0.805060732065349,0.371195809170245,-0.113095798098313,-0.0808468955035011,NA,"28ABAM_WA",24
-0.00650336190919531,0.73349543032181,0.380161686271935,-0.126806766831837,-0.0805285867917512,NA,"28ABAM_WA",25
-0.00630576046463445,0.681177952517301,0.386726350423589,-0.137783243153704,-0.0791555327900801,NA,"28ABAM_WA",26
-0.00410409124339391,0.610388146642833,0.394013067514816,-0.15380730077225,-0.0718576143557631,NA,"28ABAM_WA",27
-0.0028898801495416,0.587516547057618,0.391370770866681,-0.138590004854865,-0.0274993615706846,NA,"28ABAM_WA",28
-0.00098533691271949,0.587747653562848,0.359129264886556,-0.118287029510041,0.0187181444774527,NA,"28ABAM_WA",29
0.18952305163158,0.293301171136221,0.057861031693184,0.331068997036475,-0.0566621898179136,-0.0148769279220374,"30ABAM_WA",0
0.244877424166063,0.294615174110073,0.0624501667390124,0.0635667782440136,-0.034385792083871,-0.0122000344285088,"30ABAM_WA",1
0.271310821352625,0.294667188792234,0.060773367036439,0.135998047103333,-0.0266948962739188,-0.012188042137979,"30ABAM_WA",2
0.27687896070219,0.293386087855223,0.0600786339530162,0.11493164356326,-0.0185137486951731,-0.0123293173668429,"30ABAM_WA",3
0.277886300033545,0.293375485770831,0.0511399794540441,0.0897543523551898,-0.0139020538322931,NA,"30ABAM_WA",4
0.2824547348635,0.289457213452858,0.0453077790871718,0.109464629727177,-0.0124270404164595,NA,"30ABAM_WA",5
0.278469847721768,0.264659997378325,0.0406425382848436,0.114452382139503,-0.0244275463400997,NA,"30ABAM_WA",6
0.245015063248603,0.271442232685544,0.0369426452048648,0.0395788687997032,-0.0303485332291751,NA,"30ABAM_WA",7
0.178099062332692,0.26091408918077,0.0323064916637337,-0.00112222433738987,-0.033181695960339,NA,"30ABAM_WA",8
0.117452598570251,0.222356417705864,0.0323015549777578,-0.0505688408748077,-0.0359583271209639,NA,"30ABAM_WA",9
0.0696207221008976,0.179292222709038,0.0359569544474313,-0.0829568122061964,-0.0358419842868593,NA,"30ABAM_WA",10
0.112569470305656,0.177992767175807,0.0490485395206184,-0.0954383861985329,-0.0345529696716244,NA,"30ABAM_WA",11
0.222458490466155,0.180217864362913,0.0605436933996346,-0.0986904708052362,-0.0340402959928243,NA,"30ABAM_WA",12
0.273499553455017,0.174944702173912,0.0698399483022538,-0.108246708093375,-0.0317065574112204,NA,"30ABAM_WA",13
0.281190676513249,0.193300101775218,0.10049919941274,-0.113881022290884,-0.0209717207824699,NA,"30ABAM_WA",14
0.268192252855996,0.193425913930065,0.093407641467675,-0.123557488045633,-0.018474671626966,NA,"30ABAM_WA",15
0.257066630983756,0.183889363726223,0.0798550108227167,-0.1405914169516,-0.0194095320699815,NA,"30ABAM_WA",16
0.248539737097582,0.226163798612645,0.0640509003946817,-0.154620330721842,-0.0169098691228301,NA,"30ABAM_WA",17
0.218380129151416,0.262446998596132,0.0711375728700763,-0.150045054705853,-0.0235986470998163,NA,"30ABAM_WA",18
0.198364786521251,0.185152092433897,0.090665404868411,-0.157281717934483,-0.0303736447650226,NA,"30ABAM_WA",19
0.122546290216192,0.182177251293159,0.11140956953165,-0.175216836670567,-0.0324860658299227,NA,"30ABAM_WA",20
0.139984630137637,0.194611952067092,0.162084750526773,-0.19532431161811,-0.0330745947477534,NA,"30ABAM_WA",21
0.252874892723511,0.165850003575734,0.240283877014585,-0.191120339024865,-0.0348465641987441,NA,"30ABAM_WA",22
0.285391059531643,0.125942393002303,0.275036261500655,-0.177371105093601,-0.0357245589915249,NA,"30ABAM_WA",23
0.288665365808748,0.104586831726104,0.285566655600103,-0.175490039112029,-0.0394746397705328,NA,"30ABAM_WA",24
0.284352435784888,0.0953631462079055,0.195157042936986,-0.178783582385782,-0.0409489663250046,NA,"30ABAM_WA",25
0.277848228517825,0.0951161160689244,0.212176289921075,-0.189653016467005,-0.0318486996959814,NA,"30ABAM_WA",26
0.283056158807746,0.0975458493904799,0.365975258505064,-0.184099441718562,-0.0129763073139298,NA,"30ABAM_WA",27
0.283652340331576,0.0820160946231115,0.42371614408207,-0.13778530581165,-0.0180622407991524,NA,"30ABAM_WA",28
0.287078355349088,0.0615412666737401,0.421408332790775,-0.115010807544397,-0.0225208211322325,NA,"30ABAM_WA",29
0.143908699466564,0.233844463788337,0.162550966599301,0.616915320207214,-0.0285951245377923,0.0339540860873865,"31ABAM_WA",0
0.196349695911991,0.234892799160555,0.14966948009121,0.610635856812403,-0.0145243322697079,0.0354763445597457,"31ABAM_WA",1
0.217572461146485,0.235350208224646,0.136889784466081,0.608151626741621,-0.00719712179271405,0.035483859231327,"31ABAM_WA",2
0.221361404508994,0.235102824058646,0.137604575185823,0.602715674660789,0.00506979557491489,0.0354329015584427,"31ABAM_WA",3
0.222615246148225,0.242461596619501,0.136651108776697,0.598414446227046,0.0100103949166964,NA,"31ABAM_WA",4
0.22483772757823,0.257751748169018,0.133167082605164,0.593586981873824,0.0129164057986813,NA,"31ABAM_WA",5
0.21921660614372,0.259436884728791,0.132293526718686,0.565423122924686,-0.00696360347643601,NA,"31ABAM_WA",6
0.182904676312708,0.257443342941704,0.146045003948198,0.42120758826957,-0.0180360900482639,NA,"31ABAM_WA",7
0.115529149090591,0.242478399249483,0.169873585469002,0.304833043390672,-0.02473145724688,NA,"31ABAM_WA",8
0.0576677248147722,0.20920711521816,0.172452764088152,0.151279675818944,-0.0311875972681469,NA,"31ABAM_WA",9
0.0142140698989132,0.190257129729708,0.177174533626006,0.0503680223612456,-0.0311769167408909,NA,"31ABAM_WA",10
0.0530207907410731,0.196508450842898,0.183871856844111,-0.00435783323337617,-0.0285182288250184,NA,"31ABAM_WA",11
0.157110793027143,0.199548959171156,0.194147148718328,-0.0307140573502029,-0.026174124977478,NA,"31ABAM_WA",12
0.210647885649119,0.188711629318171,0.204357886450096,-0.0449556070750923,-0.0159349941836336,NA,"31ABAM_WA",13
0.221837155879546,0.211333819972837,0.222972808847665,-0.045195505661955,0.027517534216646,NA,"31ABAM_WA",14
0.213012134605365,0.226028083709613,0.22592095915495,-0.0453833116355803,0.0485174669646863,NA,"31ABAM_WA",15
0.204317957431681,0.22918476529666,0.215634859082068,-0.0556533997622105,0.0543911420290532,NA,"31ABAM_WA",16
0.205614229733535,0.223116553517369,0.213825434795523,-0.097890094736065,0.0530807488088049,NA,"31ABAM_WA",17
0.194748380996025,0.219859865272212,0.227836138920607,-0.125877785135039,0.0358416939947932,NA,"31ABAM_WA",18
0.187838780172106,0.167309074281458,0.255077582232757,-0.14639551988091,0.0100095822226956,NA,"31ABAM_WA",19
0.146844463966244,0.198614228234994,0.284414874863737,-0.18168777382806,-0.016184775524062,NA,"31ABAM_WA",20
0.157648728891896,0.276388431060555,0.348576487435497,-0.181412783487322,-0.0242203211679925,NA,"31ABAM_WA",21
0.213268646758148,0.286484238832648,0.439302161042946,-0.159798686048684,-0.0303122594411678,NA,"31ABAM_WA",22
0.229182748912634,0.239821126039729,0.478236244137143,-0.14719807337663,-0.0334675530805019,NA,"31ABAM_WA",23
0.231177639459177,0.20572200778485,0.490730552070567,-0.15100024574304,-0.0430471084531187,NA,"31ABAM_WA",24
0.229393163399339,0.176261089926602,0.382145455306207,-0.158127511276321,-0.0483993955281286,NA,"31ABAM_WA",25
0.226076921238282,0.175789823224464,0.402754060219194,-0.164718139613586,-0.0236283076854562,NA,"31ABAM_WA",26
0.228727763110595,0.18803859982324,0.577332583954844,-0.152639768658101,0.0439172417169662,NA,"31ABAM_WA",27
0.228906301732018,0.193392065443622,0.625082869802766,-0.137835055154171,0.0345902523343626,NA,"31ABAM_WA",28
0.230407405673934,0.17575224300748,0.621485726876082,-0.0842489597851804,0.02976895945046,NA,"31ABAM_WA",29
0.0646894125802978,0.0686269319576365,0.317617571445559,-0.00104334449670126,-0.078909590924605,-0.0210970754224659,"33ABAM_WA",0
0.0667165646931564,0.0690023195585713,0.318132534831872,-0.00955803741467212,-0.0723394794849365,0.0385234089247353,"33ABAM_WA",1
0.0685869935304175,0.0687194654591542,0.319031448482189,-0.00981297281346701,-0.0651917344040821,0.0356472346672297,"33ABAM_WA",2
0.069085276024931,0.067767259906721,0.317973006020649,-0.00920569689308007,-0.0571981465081174,0.0205181557480753,"33ABAM_WA",3
0.0684618017937304,0.0662228448157424,0.321108061953723,-0.00849610058379209,-0.0516645340312422,NA,"33ABAM_WA",4
0.0680743682960605,0.0495751815186221,0.324384457094474,-0.00750672063954924,-0.0448390108478255,NA,"33ABAM_WA",5
0.0677814945947057,0.0494216390097081,0.326138767977242,-0.00746520201590169,-0.059997292337103,NA,"33ABAM_WA",6
0.0675445874698009,0.060438582092337,0.336257209562118,-0.00745314139075801,-0.0663592287168385,NA,"33ABAM_WA",7
0.0672239758312017,0.0771810274619943,0.389707179272583,-0.00778737494501347,-0.0678683335002858,NA,"33ABAM_WA",8
0.0670714186826767,0.123874963214461,0.416265920066845,-0.00879708019050534,-0.0688487162296726,NA,"33ABAM_WA",9
0.0666574746406703,0.286731664677414,0.399332279390242,-0.00686842601743727,-0.0691404270574887,NA,"33ABAM_WA",10
0.0661144315026333,0.300197699942422,0.425399023516405,-0.0049905996972305,-0.0679981277156123,NA,"33ABAM_WA",11
0.0667184479504782,0.320014298148714,0.434669083020389,0.0009716456781321,-0.0653021384618018,NA,"33ABAM_WA",12
0.0671691289088303,0.412593763038844,0.446758315887507,0.00397346875752915,-0.0448404454291524,NA,"33ABAM_WA",13
0.0669380185641915,0.389990082107996,0.445035676022735,-0.00148617396797599,0.0775034729563017,NA,"33ABAM_WA",14
0.0627768327389295,0.372752457202899,0.404020134397035,-0.0156411412646742,0.153777343493129,NA,"33ABAM_WA",15
0.0558245219708476,0.37482510100436,0.410550269050588,-0.0290868813651765,0.15162590000492,NA,"33ABAM_WA",16
0.044498995588636,0.399513526870285,0.424161928105631,-0.0531674921638364,0.213070449380155,NA,"33ABAM_WA",17
