"Group.1","10ABAM_OR","11ABAM_OR","12ABGR_OR","13ABMAS_OR","14ABPR_OR","15ABPR_OR","16PIMO3_OR","17TSME_OR","18TSME_OR","19TSME_OR","1ABAM_OR","21PIEN_WA","22ABAM_WA","23ABLA_WA","25TSME_WA","26TSME_WA","27PIMO3_WA","28ABAM_WA","2ABCO_OR","30ABAM_WA","31ABAM_WA","33ABAM_WA","35ABAM_WA","36ABAM_WA","37ABAM_WA","39ABGR_WA","3ABCO_OR","40ABGR_WA","43ABMAS_WA","44ABPR_WA","45ABPR_WA","46ABPR_WA","48ABPR_WA","49ABPR_WA","4ABLA_OR","50ABPR_WA","54PIMO3_WA","55PIMO3_WA","57PIMO3_WA","58TSME_WA","59TSME_WA","5ABMA_OR","60TSME_WA","6ABMA_OR","7PILA_OR","8TSME_OR","9TSME_OR","year"
"05-01 to 05-30",46.4133333333333,43.2133333333333,45.5166666666667,45.5166666666667,47.8133333333333,43.2133333333333,45.91,46.31,42.2133333333333,44.0133333333333,40.9866666666667,50.9066666666667,44.46,41.2566666666667,45.3433333333333,44.25,44.7166666666667,45.44,49.1366666666667,47.4566666666667,47.4566666666667,45.3433333333333,42.0333333333333,42.2133333333333,43.8,42.5666666666667,45.29,44.7166666666667,39.14,45.44,44.0233333333333,45.3433333333333,42.57,39.83,41.2566666666667,51.5266666666667,42.5666666666667,40.9866666666667,39.14,46.1666666666667,42.0333333333333,41.2266666666667,39.14,45.29,49.1366666666667,41.2266666666667,40.9866666666667,1981
"05-01 to 05-30",46.51,43.4566666666667,45.4666666666667,45.4666666666667,49.5633333333333,43.4566666666667,45.8866666666667,46.5,41.9166666666667,44.2733333333333,41.5566666666667,49.9033333333333,46.0833333333333,41.7833333333333,45.2333333333333,44.5166666666667,44.5166666666667,46.68,50.25,46.7533333333333,46.7533333333333,45.2333333333333,40.8566666666667,41.9166666666667,42.5966666666667,42.8133333333333,45.9033333333333,44.5166666666667,39.8566666666667,46.68,43.45,45.2333333333333,41.3,38.84,41.7833333333333,51.18,42.8133333333333,41.5566666666667,39.8566666666667,45.21,40.8566666666667,43.5866666666667,39.8566666666667,45.9033333333333,50.25,43.5866666666667,41.5566666666667,1982
"05-01 to 05-30",50.4666666666667,47.7633333333333,47.2666666666667,47.2666666666667,51.7366666666667,47.7633333333333,47.58,50.6033333333333,46.1633333333333,48.6933333333333,45.2366666666667,53.32,49.2566666666667,45.5266666666667,48.2933333333333,47.4366666666667,47.5666666666667,49.55,50.6466666666667,51.39,51.39,48.2933333333333,45.69,46.1633333333333,47.4066666666667,46.73,47.0633333333333,47.5666666666667,40.8333333333333,49.55,47.3266666666667,48.2933333333333,46.26,43.92,45.5266666666667,54.7533333333333,46.73,45.2366666666667,40.8333333333333,50.0233333333333,45.69,44.2733333333333,40.8333333333333,47.0633333333333,50.6466666666667,44.2733333333333,45.2366666666667,1983
"05-01 to 05-30",45.36,41.8866666666667,46.7766666666667,46.7766666666667,47.23,41.8866666666667,47.15,45.33,40.49,42.6433333333333,40.3266666666667,50.0266666666667,42.11,40.69,41.8433333333333,40.5966666666667,41.2766666666667,42.7533333333333,48.9833333333333,43.6833333333333,43.6833333333333,41.8433333333333,37.9633333333333,40.49,39.85,41.5933333333333,44.84,41.2766666666667,38.5833333333333,42.7533333333333,42.5966666666667,41.8433333333333,38.3333333333333,35.5633333333333,40.69,48.6666666666667,41.5933333333333,40.3266666666667,38.5833333333333,42.65,37.9633333333333,42.28,38.5833333333333,44.84,48.9833333333333,42.28,40.3266666666667,1984
"05-01 to 05-30",48.1133333333333,45.0166666666667,47.3366666666667,47.3366666666667,48.5566666666667,45.0166666666667,47.63,47.7666666666667,42.6666666666667,45.88,42.13,52.4366666666667,45.34,42.4166666666667,46.45,44.8766666666667,45.59,46.1333333333333,49.16,48.7033333333333,48.7033333333333,46.45,43.4466666666667,42.6666666666667,45.02,44.1,45.9666666666667,45.59,40.6533333333333,46.1333333333333,45.05,46.45,43.9966666666667,41.22,42.4166666666667,52.5833333333333,44.1,42.13,40.6533333333333,47.1366666666667,43.4466666666667,41.43,40.6533333333333,45.9666666666667,49.16,41.43,42.13,1985
"05-01 to 05-30",47.71,46.0333333333333,45.4633333333333,45.4633333333333,47.8266666666667,46.0333333333333,45.8833333333333,48.7033333333333,42.3,47.2133333333333,42.2933333333333,51.1433333333333,46.2966666666667,42.77,46.3033333333333,45.63,45.4233333333333,46.6966666666667,48.18,47.1333333333333,47.1333333333333,46.3033333333333,41.12,42.3,42.3466666666667,45.04,44.73,45.4233333333333,38.1733333333333,46.6966666666667,44.35,46.3033333333333,41.61,39.0533333333333,42.77,51.7333333333333,45.04,42.2933333333333,38.1733333333333,46.2466666666667,41.12,40.8166666666667,38.1733333333333,44.73,48.18,40.8166666666667,42.2933333333333,1986
"05-01 to 05-30",51.3733333333333,48.59,51.46,51.46,51.9666666666667,48.59,51.7666666666667,51.3633333333333,46.6366666666667,49.3866666666667,46.04,55.75,50.1066666666667,46.4333333333333,51.72,50.8066666666667,51.0666666666667,50.9833333333333,52.7333333333333,50.1166666666667,50.1166666666667,51.72,46.3966666666667,46.6366666666667,48.2766666666667,47.9333333333333,49.4833333333333,51.0666666666667,42.3733333333333,50.9833333333333,49.06,51.72,46.7833333333333,44.6,46.4333333333333,55.43,47.9333333333333,46.04,42.3733333333333,48.5966666666667,46.3966666666667,44.88,42.3733333333333,49.4833333333333,52.7333333333333,44.88,46.04,1987
"05-01 to 05-30",46.2866666666667,43.5633333333333,45.1633333333333,45.1633333333333,46.71,43.5633333333333,45.56,46.3133333333333,40.47,44.4166666666667,41.36,50.3666666666667,45.6566666666667,41.7266666666667,47.5,46.5533333333333,46.76,46.95,45.9666666666667,47.7066666666667,47.7066666666667,47.5,41.7966666666667,40.47,43.9,42.88,43.3633333333333,46.76,37.75,46.95,42.9266666666667,47.5,42.1866666666667,39.8666666666667,41.7266666666667,52,42.88,41.36,37.75,46.8566666666667,41.7966666666667,38.1966666666667,37.75,43.3633333333333,45.9666666666667,38.1966666666667,41.36,1988
"05-01 to 05-30",46.4333333333333,43.7133333333333,45.8,45.8,48.6766666666667,43.7133333333333,46.2566666666667,46.8166666666667,40.6933333333333,44.7033333333333,40.74,50.25,45.3833333333333,41.1133333333333,46.9366666666667,45.9633333333333,46.8233333333333,46.3533333333333,47.7166666666667,47.0333333333333,47.0333333333333,46.9366666666667,42.6,40.6933333333333,44.3066666666667,43.0366666666667,44.2166666666667,46.8233333333333,38.05,46.3533333333333,43.34,46.9366666666667,42.88,40.5366666666667,41.1133333333333,52.21,43.0366666666667,40.74,38.05,45.7733333333333,42.6,39.82,38.05,44.2166666666667,47.7166666666667,39.82,40.74,1989
"05-01 to 05-30",46.0566666666667,43.3533333333333,44.61,44.61,47.8033333333333,43.3533333333333,45,46.3966666666667,40.58,44.2866666666667,41.4366666666667,50.0833333333333,44.11,41.5633333333333,45.77,44.4066666666667,44.92,44.9866666666667,46.23,46.4266666666667,46.4266666666667,45.77,41.4733333333333,40.58,43.3133333333333,42.7133333333333,44.0666666666667,44.92,38.7866666666667,44.9866666666667,41.26,45.77,42.0333333333333,39.41,41.5633333333333,51.1666666666667,42.7133333333333,41.4366666666667,38.7866666666667,44.9833333333333,41.4733333333333,39.0166666666667,38.7866666666667,44.0666666666667,46.23,39.0166666666667,41.4366666666667,1990
