"dYear","#timestep","10ABAM_OR","11ABAM_OR","1ABAM_OR","22ABAM_WA","28ABAM_WA","30ABAM_WA","31ABAM_WA","33ABAM_WA","35ABAM_WA","36ABAM_WA","37ABAM_WA","2ABCO_OR","3ABCO_OR","12ABGR_OR","39ABGR_WA","40ABGR_WA","23ABLA_WA","4ABLA_OR","5ABMA_OR","6ABMA_OR","13ABMAS_OR","43ABMAS_WA","14ABPR_OR","15ABPR_OR","44ABPR_WA","45ABPR_WA","46ABPR_WA","48ABPR_WA","49ABPR_WA","50ABPR_WA","21PIEN_WA","7PILA_OR","16PIMO3_OR","27PIMO3_WA","54PIMO3_WA","55PIMO3_WA","57PIMO3_WA","17TSME_OR","18TSME_OR","19TSME_OR","25TSME_WA","26TSME_WA","58TSME_WA","59TSME_WA","60TSME_WA","8TSME_OR","9TSME_OR"
"1982 - 1981","05-07 to 06-05",0.17787634401176,0.145632833087506,0.192049908620754,1.99371553324308,1.44773461466333,0.561767808459478,0.561767808459478,0.372817346602663,0.312442966602735,0.183905482883418,0.341867059181277,0.26536032312288,0.24090964487221,0.220174837281329,0.145148198483624,0.298197279429887,0.161486564241169,0.161486564241169,0.285551370796898,0.24090964487221,0.220174837281329,0.20528965757991,1.08328706767496,0.145632833087506,1.44773461466333,0.176106444816752,0.372817346602663,0.308304710065602,0.306256181348027,0.614671889429798,0.141328732407787,0.26536032312288,0.22313016014843,0.298197279429887,0.145148198483624,0.192049908620754,0.20528965757991,0.182683524052734,0.183905482883418,0.159347700827483,0.372817346602663,0.567413668797002,0.488377470666186,0.312442966602735,0.20528965757991,0.285551370796898,0.192049908620754
"1983 - 1982","05-07 to 06-05",87.6483979449687,195.065096943324,181.272241875152,26.311339343266,17.3455039300723,87.9410467484871,87.9410467484871,25.1116864483445,74.9384167819102,103.544347583281,73.6997936995961,8.00446891429634,10.8409793008017,26.7535364051739,145.47438165361,27.3851254719033,167.894084861246,167.894084861246,49.56739869914,10.8409793008017,26.7535364051739,12.722007061688,21.3987676374237,195.065096943324,17.3455039300723,59.1454698498826,25.1116864483445,80.1046042209698,131.630663885831,22.0504571330011,58.5569625918924,8.00446891429634,24.696626779266,27.3851254719033,145.47438165361,181.272241875152,12.722007061688,103.544347583281,103.544347583281,195.716398833227,25.1116864483445,21.256583659707,89.4190130346557,74.9384167819102,12.722007061688,49.56739869914,181.272241875152
"1984 - 1983","05-07 to 06-05",0.0121957631948777,0.00526503931247777,0.00477991108874211,0.00107367636260171,0.00159640668061225,0.000350318903081296,0.000350318903081296,0.00195636588583147,0.000671050162027588,0.00473235017874491,0.000806075350114084,0.192691143113242,0.142274071586513,0.358198969348633,0.00934108063894142,0.00228056209539215,0.0069663304774679,0.0069663304774679,0.147096467392977,0.142274071586513,0.358198969348633,0.144665176638996,0.0113334131546673,0.00526503931247777,0.00159640668061225,0.00998504638490292,0.00195636588583147,0.000549409404509951,0.000303539138078866,0.00293807698022356,0.0199738106039916,0.192691143113242,0.364218979571524,0.00228056209539215,0.00934108063894142,0.00477991108874211,0.144665176638996,0.0106024871704406,0.00473235017874491,0.00459248809415051,0.00195636588583147,0.00133343094561335,0.000591213512028606,0.000671050162027588,0.144665176638996,0.147096467392977,0.00477991108874211
"1985 - 1984","05-07 to 06-05",6.40235996333122,8.58485839717788,3.52542148736538,13.2854130032578,14.6337913919363,170.147663128264,170.147663128264,53.6957219890672,132.070164860128,3.4787278502038,100.484149636389,0.219442142992627,0.614671889429798,0.469227916135996,4.58749137529087,38.7320207184256,3.36468158591228,3.36468158591228,0.026339997787449,0.614671889429798,0.469227916135996,1.36342511413217,2.05443321064389,8.58485839717788,14.6337913919363,5.15516951223468,53.6957219890672,158.116694520905,168.454665592946,36.1134967503291,6.13084957501848,0.219442142992627,0.45536013543045,38.7320207184256,4.58749137529087,3.52542148736538,1.36342511413217,4.15093385128041,3.4787278502038,9.64718985944193,53.6957219890672,35.9933188356285,94.9483759962135,132.070164860128,1.36342511413217,0.026339997787449,3.52542148736538
"1986 - 1985","05-07 to 06-05",54.7804475269503,252.985793084171,95.2653986604355,374.902752872613,278.662117633041,4.40761326558183,4.40761326558183,83.9314169102688,11.0599816098803,169.017118044888,6.53169621392414,103.199774365749,43.3800648358514,36.3550577038402,265.071605786228,105.284548098395,123.141405509543,123.141405509543,341.495100986268,43.3800648358514,36.3550577038402,6.61936868104308,30.9797366198357,252.985793084171,278.662117633041,148.413159102577,83.9314169102688,10.8771761931092,13.6444566556343,17.5783260138258,44.1091245376605,103.199774365749,37.8387357545428,105.284548098395,265.071605786228,95.2653986604355,6.61936868104308,173.007220969248,169.017118044888,324.840188380984,83.9314169102688,255.528342574588,6.53169621392414,11.0599816098803,6.61936868104308,341.495100986268,95.2653986604355
"1987 - 1986","05-07 to 06-05",0.665866108682631,0.18637397603941,0.700005794114424,0.561767808459482,0.773626046139712,0.843664816596382,0.843664816596382,2.24790798667646,1.51184889158224,0.485132449617162,3.60864852820631,2.04078254202631,3.36468158591228,6.23388665852471,0.255806665340575,2.13116049921926,0.608555801940255,0.608555801940255,1.30560517206495,3.36468158591228,6.23388665852471,3.49034295746184,1.23779718154524,0.18637397603941,0.773626046139712,0.477113915521033,2.24790798667646,1.29261418354496,1.82211880039051,1.09053310809034,0.835270211411272,2.04078254202631,5.89045552470927,2.13116049921926,0.255806665340575,0.700005794114424,3.49034295746184,0.331763360649836,0.485132449617162,0.14660696213035,2.24790798667646,1.76826705143374,0.545165060610834,1.51184889158224,3.49034295746184,1.30560517206495,0.700005794114424
"1988 - 1987","05-07 to 06-05",0.0117175604800411,0.0126512405680053,0.0165726754017612,0.0132998835424438,0.0199738106039916,0.0851506419091098,0.0851506419091098,0.0277829339541244,0.0231290317076166,0.00460782192999274,0.0246412519158758,0.00168948195366259,0.00396598908909106,0.00701292783258542,0.0117959385197516,0.0291101995368654,0.0161365778673504,0.0161365778673504,0.00180595332872421,0.00396598908909106,0.00701292783258542,0.0193834952885876,0.0114473158505057,0.0126512405680053,0.0199738106039916,0.00510943388475136,0.0277829339541244,0.024153322436559,0.0184997141198192,0.0596059427089393,0.0167392335585806,0.00168948195366259,0.00754653571539088,0.0291101995368654,0.0117959385197516,0.0165726754017612,0.0193834952885876,0.0104969906604224,0.00460782192999274,0.0113712542319404,0.0277829339541244,0.0246412519158758,0.156192404945581,0.0231290317076166,0.0193834952885876,0.00180595332872421,0.0165726754017612
"1989 - 1988","05-07 to 06-05",0.829720263716193,0.8324906126116,0.381618701176328,1.11627807045887,0.85498900765946,0.835270211411272,0.835270211411272,0.932393819905948,3.02426070528586,1.01342261860434,2.12406845752473,3.44411392975286,0.932393819905948,0.536154274731688,0.84648172489061,1.43332941456034,0.385454032885592,0.385454032885592,2.00705137354039,0.932393819905948,0.536154274731688,0.508308533342193,8.16616991256766,0.8324906126116,0.85498900765946,0.95122942450071,0.932393819905948,2.6555895072241,2.61169647342312,0.986755161807194,0.637628151621776,3.44411392975286,0.565525438699537,1.43332941456034,0.84648172489061,0.381618701176328,0.508308533342193,1.21328715517348,1.01342261860434,0.941764533584247,0.932393819905948,0.846481724890616,0.635506262895623,3.02426070528586,0.508308533342193,2.00705137354039,0.381618701176328
"1990 - 1989","05-07 to 06-05",0.0295009346427451,0.0328216583266633,0.124930212198582,0.0111460883119818,0.0105672043838526,0.0735345437630571,0.0735345437630571,0.0125253586210744,0.0147969628318827,0.0760270054710747,0.0169639179063664,0.00445675955884306,0.039955058260654,0.019318991204159,0.0332622109283442,0.00643073353808205,0.101943826974554,0.101943826974554,0.0112956980043238,0.039955058260654,0.019318991204159,0.130028710878426,0.0174805461202306,0.0328216583266633,0.0105672043838526,0.0129931454541776,0.0125253586210744,0.0188734331351515,0.0143596464902839,0.0451996169531965,0.0725605906293336,0.00445675955884306,0.0181333952368011,0.00643073353808205,0.0332622109283442,0.124930212198582,0.130028710878426,0.0290133270821971,0.0760270054710747,0.0339341521613492,0.0125253586210744,0.00825722531084364,0.0588164716424298,0.0147969628318827,0.130028710878426,0.0112956980043238,0.124930212198582
"1991 - 1990","05-07 to 06-05",0.431710523429081,0.610587705905275,1.21328715517349,0.758307224061699,0.608555801940259,0.835270211411272,0.835270211411272,0.245776342523998,1.86513480751494,0.320886863970541,0.970445533548507,1.20522547626009,1.08328706767496,2.55998141832927,0.778800783071405,0.316636769379054,1.01005016708417,1.01005016708417,1.63776635252977,1.08328706767496,2.55998141832927,0.8324906126116,0.51341711903259,0.610587705905275,0.608555801940259,0.22017483728133,0.245776342523998,1.55270721851134,1.37712776433596,0.826959133943358,0.6045122567208,1.20522547626009,2.46781546785127,0.316636769379054,0.778800783071405,1.21328715517349,0.8324906126116,0.490008111793769,0.320886863970541,0.571209063848818,0.245776342523998,0.380348756589258,0.938630544688968,1.86513480751494,0.8324906126116,1.63776635252977,1.21328715517349
