"Group.1","10ABAM_OR","11ABAM_OR","12ABGR_OR","13ABMAS_OR","14ABPR_OR","15ABPR_OR","16PIMO3_OR","17TSME_OR","18TSME_OR","19TSME_OR","1ABAM_OR","21PIEN_WA","22ABAM_WA","23ABLA_WA","25TSME_WA","26TSME_WA","27PIMO3_WA","28ABAM_WA","2ABCO_OR","30ABAM_WA","31ABAM_WA","33ABAM_WA","35ABAM_WA","36ABAM_WA","37ABAM_WA","39ABGR_WA","3ABCO_OR","40ABGR_WA","43ABMAS_WA","44ABPR_WA","45ABPR_WA","46ABPR_WA","48ABPR_WA","49ABPR_WA","4ABLA_OR","50ABPR_WA","54PIMO3_WA","55PIMO3_WA","57PIMO3_WA","58TSME_WA","59TSME_WA","5ABMA_OR","60TSME_WA","6ABMA_OR","7PILA_OR","8TSME_OR","9TSME_OR","year"
"05-23 to 06-21",51.29,47.9433333333333,50.6133333333333,50.6133333333333,51.74,47.9433333333333,51.0233333333333,51.1733333333333,46.2566666666667,48.75,45.9433333333333,55.9333333333333,47.68,45.9966666666667,48.9,47.76,48.3,48.7533333333333,55.32,48.4433333333333,48.4433333333333,48.9,44.81,46.2566666666667,45.95,47.3233333333333,51.1466666666667,48.3,44.7933333333333,48.7533333333333,48.5133333333333,48.9,45.3,42.1566666666667,45.9966666666667,54.1766666666667,47.3233333333333,45.9433333333333,44.7933333333333,47.42,44.81,47.4866666666667,44.7933333333333,51.1466666666667,55.32,47.4866666666667,45.9433333333333,1981
"05-23 to 06-21",53.34,50.42,51.6766666666667,51.6766666666667,54.8166666666667,50.42,52.0533333333333,53.1833333333333,48.5833333333333,51.2066666666667,48.2233333333333,56.8966666666667,52.3266666666667,48.1366666666667,51.6533333333333,50.9033333333333,50.6833333333333,52.6966666666667,55.51,54.27,54.27,51.6533333333333,49.58,48.5833333333333,50.6866666666667,49.6966666666667,51.3233333333333,50.6833333333333,44.9633333333333,52.6966666666667,50.6033333333333,51.6533333333333,50.2266666666667,47.1166666666667,48.1366666666667,57.7366666666667,49.6966666666667,48.2233333333333,44.9633333333333,52.46,49.58,47.3133333333333,44.9633333333333,51.3233333333333,55.51,47.3133333333333,48.2233333333333,1982
"05-23 to 06-21",55.32,52.45,52.9633333333333,52.9633333333333,55.46,52.45,53.3433333333333,55.3433333333333,50.8866666666667,53.35,50.7066666666667,59.1,53.4833333333333,50.2433333333333,52.9266666666667,52.1166666666667,52.15,53.8266666666667,56.54,55.13,55.13,52.9266666666667,50.4833333333333,50.8866666666667,52.0233333333333,51.5666666666667,52.75,52.15,46.6566666666667,53.8266666666667,52.5566666666667,52.9266666666667,51.0933333333333,48.6733333333333,50.2433333333333,58.71,51.5666666666667,50.7066666666667,46.6566666666667,53.9266666666667,50.4833333333333,50.18,46.6566666666667,52.75,56.54,50.18,50.7066666666667,1983
"05-23 to 06-21",48.9866666666667,45.76,49.0066666666667,49.0066666666667,50.3733333333333,45.76,49.3766666666667,48.7933333333333,42.9533333333333,46.4233333333333,42.7933333333333,52.36,46.19,43.02,46.1333333333333,44.9866666666667,45.36,46.6433333333333,51.8766666666667,48.1833333333333,48.1833333333333,46.1333333333333,42.7933333333333,42.9533333333333,44.49,45.2066666666667,48.42,45.36,41.7366666666667,46.6433333333333,45.0866666666667,46.1333333333333,43.29,40.44,43.02,52,45.2066666666667,42.7933333333333,41.7366666666667,47.0166666666667,42.7933333333333,44.64,41.7366666666667,48.42,51.8766666666667,44.64,42.7933333333333,1984
"05-23 to 06-21",56.6766666666667,54.5333333333333,53.8733333333333,53.8733333333333,55.62,54.5333333333333,54.1766666666667,56.0033333333333,49.75,55.2166666666667,51.19,58.5633333333333,52.0666666666667,51.9766666666667,52.21,51.08,51.58,52.8133333333333,56.92,52.8166666666667,52.8166666666667,52.21,48.9533333333333,49.75,50.2966666666667,53.4833333333333,53.22,51.58,47.2866666666667,52.8133333333333,51.8633333333333,52.21,49.4766666666667,46.5433333333333,51.9766666666667,57.6933333333333,53.4833333333333,51.19,47.2866666666667,51.6466666666667,48.9533333333333,49.4733333333333,47.2866666666667,53.22,56.92,49.4733333333333,51.19,1985
"05-23 to 06-21",59.5466666666667,58.1566666666667,57.6,57.6,58.0233333333333,58.1566666666667,57.86,60.0066666666667,54.8033333333333,59.2033333333333,54.1266666666667,63.0166666666667,57.89,54.6233333333333,57.1966666666667,56.5766666666667,56.6733333333333,58.2033333333333,60.06,56.0366666666667,56.0366666666667,57.1966666666667,53.4633333333333,54.8033333333333,54.1866666666667,57.18,56.5466666666667,56.6733333333333,48.7733333333333,58.2033333333333,57.4633333333333,57.1966666666667,54.04,51.2233333333333,54.6233333333333,61.5933333333333,57.18,54.1266666666667,48.7733333333333,54.7933333333333,53.4633333333333,52.64,48.7733333333333,56.5466666666667,60.06,52.64,54.1266666666667,1986
"05-23 to 06-21",53.4633333333333,50.4766666666667,53.7466666666667,53.7466666666667,52.7466666666667,50.4766666666667,54.0433333333333,53.3533333333333,48.4133333333333,51.29,48.32,58.2133333333333,52.43,48.5433333333333,52.6233333333333,51.9833333333333,51.7966666666667,52.86,55.6233333333333,52.3833333333333,52.3833333333333,52.6233333333333,48.1233333333333,48.4133333333333,49.82,49.8866666666667,52.8433333333333,51.7966666666667,45.9433333333333,52.86,50.6666666666667,52.6233333333333,48.4933333333333,46.3433333333333,48.5433333333333,57.06,49.8866666666667,48.32,45.9433333333333,51.3066666666667,48.1233333333333,47.5033333333333,45.9433333333333,52.8433333333333,55.6233333333333,47.5033333333333,48.32,1987
"05-23 to 06-21",50.6666666666667,48.0233333333333,51.0566666666667,51.0566666666667,50.2433333333333,48.0233333333333,51.53,50.7866666666667,44.3333333333333,48.8666666666667,46.09,55.1566666666667,48.9066666666667,46.2633333333333,51.2733333333333,50.42,50.5833333333333,49.5866666666667,50.6133333333333,49.9166666666667,49.9166666666667,51.2733333333333,45.28,44.3333333333333,46.6666666666667,47.3433333333333,48.1633333333333,50.5833333333333,42.2866666666667,49.5866666666667,47.53,51.2733333333333,45.7766666666667,42.9166666666667,46.2633333333333,54.6733333333333,47.3433333333333,46.09,42.2866666666667,48.8733333333333,45.28,42.6766666666667,42.2866666666667,48.1633333333333,50.6133333333333,42.6766666666667,46.09,1988
"05-23 to 06-21",52.1666666666667,49.5566666666667,51.3933333333333,51.3933333333333,53.02,49.5566666666667,51.8366666666667,52.51,47.0266666666667,50.42,46.88,56.6766666666667,50.78,47.24,52.4933333333333,51.59,52,51.5466666666667,53.34,51.7233333333333,51.7233333333333,52.4933333333333,48.66,47.0266666666667,50.2,48.98,49.9033333333333,52,43.2966666666667,51.5466666666667,47.9766666666667,52.4933333333333,48.8866666666667,46.4766666666667,47.24,56.5366666666667,48.98,46.88,43.2966666666667,50.67,48.66,45.48,43.2966666666667,49.9033333333333,53.34,45.48,46.88,1989
"05-23 to 06-21",48.9066666666667,46.1266666666667,47.18,47.18,50.1966666666667,46.1266666666667,47.4766666666667,48.8966666666667,43.8266666666667,46.98,44.04,53.6633333333333,46.7566666666667,44.1933333333333,48.5366666666667,47.0833333333333,47.55,47.4533333333333,48.4033333333333,48.1866666666667,48.1866666666667,48.5366666666667,43.96,43.8266666666667,45.1866666666667,45.3666666666667,46.62,47.55,41.2633333333333,47.4533333333333,44.4433333333333,48.5366666666667,44.46,41.41,44.1933333333333,53.9133333333333,45.3666666666667,44.04,41.2633333333333,46.9433333333333,43.96,41.0533333333333,41.2633333333333,46.62,48.4033333333333,41.0533333333333,44.04,1990
