"dYear","#timestep","10ABAM_OR","11ABAM_OR","1ABAM_OR","22ABAM_WA","28ABAM_WA","30ABAM_WA","31ABAM_WA","33ABAM_WA","35ABAM_WA","36ABAM_WA","37ABAM_WA","2ABCO_OR","3ABCO_OR","12ABGR_OR","39ABGR_WA","40ABGR_WA","23ABLA_WA","4ABLA_OR","5ABMA_OR","6ABMA_OR","13ABMAS_OR","43ABMAS_WA","14ABPR_OR","15ABPR_OR","44ABPR_WA","45ABPR_WA","46ABPR_WA","48ABPR_WA","49ABPR_WA","50ABPR_WA","21PIEN_WA","7PILA_OR","16PIMO3_OR","27PIMO3_WA","54PIMO3_WA","55PIMO3_WA","57PIMO3_WA","17TSME_OR","18TSME_OR","19TSME_OR","25TSME_WA","26TSME_WA","58TSME_WA","59TSME_WA","60TSME_WA","8TSME_OR","9TSME_OR"
"1982 - 1981","05-01 to 05-30",1.10149314803746,1.27549371783818,1.76826705143374,5.06996205489433,3.45561346476268,0.494932775189893,0.494932775189893,0.895834135296529,0.308304710065604,0.743291734984204,0.30019190264933,3.04448979870998,1.84657640609996,0.951229424500717,1.2797524575205,0.818730753077979,1.69327862895747,1.69327862895747,10.5909514524338,1.84657640609996,0.951229424500717,2.04759650078846,5.75460267600573,1.27549371783818,3.45561346476268,0.563643492223876,0.895834135296529,0.280831621778379,0.371576691022048,0.707040969305163,0.366655217873242,3.04448979870998,0.976936783898354,0.818730753077979,1.2797524575205,1.76826705143374,2.04759650078846,1.20924959765725,0.743291734984204,1.29693008666577,0.895834135296529,1.30560517206495,0.384171325143237,0.308304710065604,2.04759650078846,10.5909514524338,1.76826705143374
"1983 - 1982","05-01 to 05-30",52.2827593019832,74.1927670763567,39.6463940725726,23.886975048501,17.6370181998373,103.199774365749,103.199774365749,21.3275571620269,125.629026913614,69.8721166809897,122.731617517265,1.486860227363,3.18993327611617,6.04964746441293,50.232722987088,21.1153444225407,42.2385509366842,42.2385509366842,1.98708087869971,3.18993327611617,6.04964746441293,2.6555895072241,8.78752703211875,74.1927670763567,17.6370181998373,48.2630697458584,21.3275571620269,142.593795896989,160.774055928607,35.6351793292946,30.4676866125205,1.486860227363,5.43757578252257,21.1153444225407,50.232722987088,39.6463940725726,2.6555895072241,60.5417574859546,69.8721166809897,83.0962853583439,21.3275571620269,18.5412874597469,123.141405509543,125.629026913614,2.6555895072241,1.98708087869971,39.6463940725726
"1984 - 1983","05-01 to 05-30",0.00605623677109641,0.00280411676980463,0.00737248833136804,0.000787484660120188,0.00111749392619155,0.000449818375502554,0.000449818375502554,0.00158052216873621,0.000440911374896605,0.00343639152539115,0.000522614391667279,0.189506238656129,0.108247681176277,0.612626394184419,0.00587724792462279,0.00185475994685549,0.00793345487535983,0.00793345487535983,0.136240532603306,0.108247681176277,0.612626394184419,0.105399224561864,0.0110351828802311,0.00280411676980463,0.00111749392619155,0.00882647103972669,0.00158052216873621,0.000360987702009747,0.000234825783240609,0.00227297287746445,0.0371298766342878,0.189506238656129,0.650509094723317,0.00185475994685549,0.00587724792462279,0.00737248833136804,0.105399224561864,0.00512649374834367,0.00343639152539115,0.00235786200649022,0.00158052216873621,0.0010701033996396,0.000627772113883406,0.000440911374896605,0.105399224561864,0.136240532603306,0.00737248833136804
"1985 - 1984","05-01 to 05-30",15.6948609906192,22.8739795424409,6.06984660248822,25.279656970963,29.3707711132895,151.411303794053,151.411303794053,100.149760096455,240.647530362314,8.8168676627763,175.914837484066,1.19323328240157,3.0853548241229,1.75067250029609,12.2639819118048,74.6890379216441,5.62188303090986,5.62188303090986,0.427414931948726,3.0853548241229,1.75067250029609,7.92482311784949,3.76846089208648,22.8739795424409,29.3707711132895,11.6270389929174,100.149760096455,288.107401742145,286.193073913391,50.2327229870884,11.1339611450653,1.19323328240157,1.6160744021929,74.6890379216441,12.2639819118048,6.06984660248822,7.92482311784949,11.4348609420052,8.8168676627763,25.4487510380525,100.149760096455,72.2404400073254,88.8248689618658,240.647530362314,7.92482311784949,0.427414931948726,6.06984660248822
"1986 - 1985","05-01 to 05-30",0.668089365748114,2.76396617095109,1.17742910064989,2.60300531182839,1.75651781207105,0.20804518235702,0.20804518235702,0.863581790041563,0.0976206073795179,0.693040620086441,0.0690217688657726,0.375311098851398,0.290350441476758,0.153610771567725,2.55998141832927,0.846481724890616,1.42380566623083,1.42380566623083,0.541542714775631,0.290350441476758,0.153610771567725,0.0837432255921956,0.481908990090204,2.76396617095109,1.75651781207105,0.496585303791412,0.863581790041563,0.0919356257769825,0.114558843992688,0.427414931948726,0.274354741397127,0.375311098851398,0.174354156412983,0.846481724890616,2.55998141832927,1.17742910064989,0.0837432255921956,2.55146235326464,0.693040620086441,3.79366789468316,0.863581790041563,2.12406845752473,0.410655752752348,0.0976206073795179,0.0837432255921956,0.541542714775631,1.17742910064989
"1987 - 1986","05-01 to 05-30",38.9910968173378,12.8927697103588,42.3795810260385,45.1504388663188,72.7236518572018,19.7535521986352,19.7535521986352,225.127445584552,195.716398833228,76.4522732203885,376.154513824739,94.9483759962135,115.970208324604,402.086269630608,18.0533873742158,282.402492957508,38.9910968173378,38.9910968173378,58.1678812202267,115.970208324604,402.086269630608,66.6863310409253,62.8028214492017,12.8927697103588,72.7236518572018,111.052159905699,225.127445584552,176.502198667131,256.381524897058,40.3127044699801,100.149760096455,94.9483759962135,359.003929220877,282.402492957508,18.0533873742158,42.3795810260385,66.6863310409253,14.2962890986776,76.4522732203885,8.78752703211881,225.127445584552,177.091520987553,10.4855697247275,195.716398833228,66.6863310409253,58.1678812202267,42.3795810260385
"1988 - 1987","05-01 to 05-30",0.00617858086939189,0.00656064297290633,0.00927901388706474,0.0116785669703954,0.0177151808237981,0.0898152945722473,0.0898152945722473,0.0146986445049018,0.0100518357446336,0.00209821841808091,0.0125671794791852,0.0011515266829096,0.00219845596304254,0.00184243600599021,0.00638800456931272,0.0134784028067161,0.00903484358988484,0.00903484358988484,0.00125159901478619,0.00219845596304254,0.00184243600599021,0.00982000808463677,0.00521265129600143,0.00656064297290633,0.0177151808237981,0.00216933776953803,0.0146986445049018,0.0100853977694144,0.0087970984511055,0.0323869407729071,0.00459248809415051,0.0011515266829096,0.00201594609712703,0.0134784028067161,0.00638800456931272,0.00927901388706474,0.00982000808463677,0.0064093334462564,0.00209821841808091,0.00694314803474607,0.0146986445049018,0.0142167656204024,0.175520400616998,0.0100518357446336,0.00982000808463677,0.00125159901478619,0.00927901388706474
"1989 - 1988","05-01 to 05-30",1.15796790938803,1.16183424272828,0.537944437594676,0.760839132311293,0.550644060558422,0.510005722196622,0.510005722196622,0.569308203496628,2.23297177611974,1.25023725003609,1.5018034210788,5.75460267600573,2.34745868725811,1.89016980068189,1.16960568035548,1.06538190735245,0.541542714775631,0.541542714775631,5.06996205489433,2.34745868725811,1.89016980068189,1.349858807576,7.1468140262505,1.16183424272828,0.550644060558422,1.51184889158225,0.569308203496628,2.00037234020179,1.95423732063594,1.23367805995674,0.889881770988023,5.75460267600573,2.00705137354039,1.06538190735245,1.16960568035548,0.537944437594676,1.349858807576,1.65422617801753,1.25023725003609,1.33198014608653,0.569308203496628,0.554327284734505,0.338465425106741,2.23297177611974,1.349858807576,5.06996205489433,0.537944437594676
"1990 - 1989","05-01 to 05-30",0.686144750697998,0.697676326071031,2.00705137354039,0.279897074816043,0.25495539602651,0.545165060610838,0.545165060610838,0.311403223914598,0.324111830568559,0.892852992843275,0.37034016407515,0.226125151187227,0.860707976425059,0.304221264066705,0.723732569966091,0.14907088717284,1.56831218549017,1.56831218549017,0.447833694404194,0.860707976425059,0.304221264066705,2.08896069393849,0.417557369008119,0.697676326071031,0.25495539602651,0.124930212198582,0.311403223914598,0.428842025556517,0.324111830568556,0.352278461142703,0.846481724890616,0.226125151187227,0.28460111752955,0.14907088717284,0.723732569966091,2.00705137354039,2.08896069393849,0.657046819815056,0.892852992843275,0.659240630200445,0.311403223914598,0.21083769349227,0.453844795282356,0.324111830568559,2.08896069393849,0.447833694404194,2.00705137354039
"1991 - 1990","05-01 to 05-30",0.103312180083101,0.130898464909745,0.207352852939238,0.276189883349465,0.233011687281804,0.857843726239365,0.857843726239365,0.103657128611527,0.810584245970186,0.154638264549255,0.440431654505999,0.0868707989798125,0.111916748617328,0.274354741397129,0.14907088717284,0.124514471444123,0.198559462073726,0.198559462073726,0.115325121038063,0.111916748617328,0.274354741397129,0.127029830620018,0.133542789308366,0.130898464909745,0.233011687281804,0.0916296838775048,0.103657128611527,0.704688089718717,0.620849444620507,0.452334497858879,0.198559462073726,0.0868707989798125,0.263597138115726,0.124514471444123,0.14907088717284,0.207352852939238,0.127029830620018,0.0947354824137456,0.154638264549255,0.119234079106614,0.103657128611527,0.15619240494558,0.892852992843275,0.810584245970186,0.127029830620018,0.115325121038063,0.207352852939238
